%% Expected Wait Time

@relation expected_wait_time

@attribute processName {Expense}
@attribute category {Airfare,Mobile,CarRental,Food}
@attribute amount numeric
@attribute hasAttachment {TRUE,FALSE}
@attribute priority numeric
@attribute outcome numeric

@data
Expense,Airfare,125060,TRUE,2,7
Expense,CarRental,326541,TRUE,3,8
Expense,Mobile,152958,FALSE,1,9
Expense,CarRental,159297,FALSE,2,9
Expense,Airfare,466892,TRUE,3,8
Expense,Mobile,424222,TRUE,1,4
Expense,Mobile,218194,TRUE,2,8
Expense,Food,380371,FALSE,3,9
Expense,Mobile,172418,FALSE,1,9
Expense,CarRental,297833,TRUE,2,8
Expense,CarRental,336909,TRUE,3,8
Expense,Mobile,174594,TRUE,1,4
Expense,Food,61539,FALSE,2,7
Expense,Mobile,277642,FALSE,3,9
Expense,Airfare,174548,TRUE,1,4
Expense,Food,400223,TRUE,2,8
Expense,Airfare,399420,TRUE,3,8
Expense,Food,129187,FALSE,1,8
Expense,CarRental,97765,FALSE,2,7
Expense,CarRental,472421,TRUE,3,8
Expense,Mobile,317934,TRUE,1,4
Expense,Mobile,193354,TRUE,2,8
Expense,CarRental,375997,FALSE,3,9
Expense,CarRental,106685,FALSE,1,8
Expense,Mobile,155194,TRUE,2,8
Expense,Airfare,114992,TRUE,3,7
Expense,Food,168579,TRUE,1,4
Expense,Mobile,109058,FALSE,2,8
Expense,Mobile,130618,FALSE,3,8
Expense,Mobile,368994,TRUE,1,4
Expense,Food,278291,TRUE,2,8
Expense,CarRental,246541,TRUE,3,8
Expense,CarRental,490577,FALSE,1,9
Expense,Mobile,466578,FALSE,2,9
Expense,CarRental,266237,TRUE,3,8
Expense,Mobile,443278,TRUE,1,4
Expense,Food,342363,TRUE,2,8
Expense,CarRental,470025,FALSE,3,9
Expense,Mobile,43706,FALSE,1,6
Expense,Mobile,232550,TRUE,2,8
Expense,Food,68043,TRUE,3,6
Expense,Food,488231,TRUE,1,4
Expense,Food,280459,FALSE,2,9
Expense,Mobile,24550,FALSE,3,5
Expense,Food,296835,TRUE,1,4
Expense,CarRental,268237,TRUE,2,8
Expense,Food,29515,TRUE,3,4
Expense,Food,35767,FALSE,1,6
Expense,Food,206351,FALSE,2,9
Expense,Airfare,324928,TRUE,3,8
Expense,Food,8763,TRUE,1,1
Expense,Mobile,33066,TRUE,2,5
Expense,CarRental,177369,FALSE,3,9
Expense,CarRental,252813,FALSE,1,9
Expense,Mobile,328478,TRUE,2,8
Expense,CarRental,231141,TRUE,3,8
Expense,Food,276275,TRUE,1,4
Expense,Airfare,82396,FALSE,2,7
Expense,Mobile,328986,FALSE,3,9
Expense,CarRental,476001,TRUE,1,4
Expense,Food,309955,TRUE,2,8
Expense,Airfare,111396,TRUE,3,7
Expense,Food,50491,FALSE,1,7
Expense,CarRental,426997,FALSE,2,9
Expense,CarRental,258641,TRUE,3,8
Expense,Food,221103,TRUE,1,4
Expense,CarRental,366225,TRUE,2,8
Expense,Food,156203,FALSE,3,9
Expense,Mobile,493538,FALSE,1,9
Expense,Mobile,308510,TRUE,2,8
Expense,Airfare,168236,TRUE,3,8
Expense,Airfare,297208,TRUE,1,4
Expense,Food,39031,FALSE,2,6
Expense,Food,13135,FALSE,3,4
Expense,Mobile,410110,TRUE,1,4
Expense,Food,326711,TRUE,2,8
Expense,Mobile,386226,TRUE,3,8
Expense,CarRental,303373,FALSE,1,9
Expense,Food,230371,FALSE,2,9
Expense,Mobile,152142,TRUE,3,8
Expense,Food,188451,TRUE,1,4
Expense,CarRental,272585,TRUE,2,8
Expense,Food,20847,FALSE,3,5
Expense,CarRental,287025,FALSE,1,9
Expense,Airfare,72148,TRUE,2,6
Expense,Food,141107,TRUE,3,7
Expense,Airfare,227188,TRUE,1,4
Expense,CarRental,367937,FALSE,2,9
Expense,Mobile,336914,FALSE,3,9
Expense,Mobile,489074,TRUE,1,4
Expense,CarRental,407921,TRUE,2,8
Expense,Airfare,221724,TRUE,3,8
Expense,CarRental,176769,FALSE,1,9
Expense,Food,369291,FALSE,2,9
Expense,Mobile,205798,TRUE,3,8
Expense,Food,131207,TRUE,1,3
Expense,Mobile,332254,TRUE,2,8
Expense,CarRental,257045,FALSE,3,9
Expense,Food,50959,FALSE,1,7
Expense,Food,216507,TRUE,2,8
Expense,CarRental,453601,TRUE,3,8
Expense,CarRental,42453,TRUE,1,2
Expense,Airfare,35732,FALSE,2,6
Expense,Food,246679,FALSE,3,9
Expense,Mobile,85394,TRUE,1,3
Expense,Food,29935,TRUE,2,4
Expense,Food,215635,TRUE,3,8
Expense,CarRental,367865,FALSE,1,9
Expense,Mobile,203298,FALSE,2,9
Expense,Mobile,70018,TRUE,3,6
Expense,CarRental,344393,TRUE,1,4
Expense,Airfare,420796,TRUE,2,8
Expense,Airfare,366200,FALSE,3,9
Expense,CarRental,229405,FALSE,1,9
Expense,Airfare,436524,TRUE,2,8
Expense,Mobile,93002,TRUE,3,6
Expense,Mobile,358910,TRUE,1,4
Expense,CarRental,484801,FALSE,2,9
Expense,Food,45415,FALSE,3,6
Expense,Food,445815,TRUE,1,4
Expense,Airfare,27720,TRUE,2,4
Expense,Airfare,366680,TRUE,3,8
Expense,CarRental,235013,FALSE,1,9
Expense,Food,441603,FALSE,2,9
Expense,Airfare,431224,TRUE,3,8
Expense,Food,481503,TRUE,1,4
Expense,CarRental,473077,TRUE,2,8
Expense,CarRental,294801,FALSE,3,9
Expense,CarRental,41033,FALSE,1,6
Expense,Food,485139,TRUE,2,8
Expense,Mobile,256042,TRUE,3,8
Expense,Food,23715,TRUE,1,2
Expense,CarRental,192117,FALSE,2,9
Expense,Mobile,407222,FALSE,3,9
Expense,Food,490367,TRUE,1,4
Expense,Airfare,292304,TRUE,2,8
Expense,CarRental,177349,TRUE,3,8
Expense,CarRental,164689,FALSE,1,9
Expense,Airfare,26096,FALSE,2,5
Expense,Airfare,84148,TRUE,3,6
Expense,CarRental,421289,TRUE,1,4
Expense,Food,102915,TRUE,2,7
Expense,Airfare,231484,FALSE,3,9
Expense,CarRental,22821,FALSE,1,5
Expense,CarRental,487157,TRUE,2,8
Expense,Food,239303,TRUE,3,8
Expense,Food,137511,TRUE,1,3
Expense,Airfare,408596,FALSE,2,9
Expense,CarRental,379417,FALSE,3,9
Expense,Airfare,168672,TRUE,1,4
Expense,Airfare,424244,TRUE,2,8
Expense,Airfare,404100,TRUE,3,8
Expense,Airfare,198764,FALSE,1,9
Expense,Mobile,188642,FALSE,2,9
Expense,Mobile,108498,TRUE,3,7
Expense,CarRental,487145,TRUE,1,4
Expense,Mobile,175970,TRUE,2,8
Expense,Food,164491,FALSE,3,9
Expense,CarRental,130869,FALSE,1,8
Expense,Food,446851,TRUE,2,8
Expense,Airfare,421700,TRUE,3,8
Expense,Mobile,54210,TRUE,1,3
Expense,CarRental,412121,FALSE,2,9
Expense,Food,18579,FALSE,3,4
Expense,Airfare,154468,TRUE,1,4
Expense,Airfare,165824,TRUE,2,8
Expense,Food,352851,TRUE,3,8
Expense,Mobile,444542,FALSE,1,9
Expense,Airfare,398320,FALSE,2,9
Expense,Airfare,413680,TRUE,3,8
Expense,Food,356155,TRUE,1,4
Expense,Mobile,119022,TRUE,2,7
Expense,Airfare,423388,FALSE,3,9
Expense,CarRental,419097,FALSE,1,9
Expense,Mobile,273250,TRUE,2,8
Expense,Airfare,58232,TRUE,3,6
Expense,Food,376735,TRUE,1,4
Expense,Mobile,99786,FALSE,2,7
Expense,Food,273043,FALSE,3,9
Expense,CarRental,270817,TRUE,1,4
Expense,CarRental,347305,TRUE,2,8
Expense,Airfare,318420,TRUE,3,8
Expense,Food,385303,FALSE,1,9
Expense,Food,126459,FALSE,2,8
Expense,Food,118847,TRUE,3,7
Expense,CarRental,399869,TRUE,1,4
Expense,Airfare,143856,TRUE,2,7
Expense,Food,211199,FALSE,3,9
Expense,CarRental,323001,FALSE,1,9
Expense,Airfare,431324,TRUE,2,8
Expense,Mobile,323754,TRUE,3,8
Expense,Mobile,456402,TRUE,1,4
Expense,Mobile,437590,FALSE,2,9
Expense,CarRental,354017,FALSE,3,9
Expense,Airfare,24440,TRUE,1,2
Expense,Mobile,101502,TRUE,2,7
Expense,Food,25987,TRUE,3,4
Expense,CarRental,490301,FALSE,1,9
Expense,Airfare,377784,FALSE,2,9
Expense,Airfare,220480,TRUE,3,8
Expense,Food,118959,TRUE,1,3
Expense,Airfare,112312,TRUE,2,7
Expense,CarRental,158749,FALSE,3,9
Expense,CarRental,128681,FALSE,1,8
Expense,Airfare,132980,TRUE,2,7
Expense,CarRental,387821,TRUE,3,8
Expense,Airfare,260936,TRUE,1,4
Expense,Airfare,296252,FALSE,2,9
Expense,Mobile,77174,FALSE,3,7
Expense,Mobile,170450,TRUE,1,4
Expense,Food,318199,TRUE,2,8
Expense,Airfare,417684,TRUE,3,8
Expense,Airfare,164208,FALSE,1,9
Expense,CarRental,288533,FALSE,2,9
Expense,CarRental,207297,TRUE,3,8
Expense,Food,253843,TRUE,1,4
Expense,CarRental,321477,TRUE,2,8
Expense,Mobile,470702,FALSE,3,9
Expense,Food,208363,FALSE,1,9
Expense,CarRental,41381,TRUE,2,5
Expense,Mobile,398010,TRUE,3,8
Expense,Food,326855,TRUE,1,4
Expense,Mobile,113850,FALSE,2,8
Expense,CarRental,138857,FALSE,3,8
Expense,Food,170419,TRUE,1,4
Expense,Food,435951,TRUE,2,8
Expense,CarRental,178073,TRUE,3,8
Expense,Food,206391,FALSE,1,9
Expense,Mobile,315962,FALSE,2,9
Expense,Food,218115,TRUE,3,8
Expense,Food,476211,TRUE,1,4
Expense,Airfare,249352,TRUE,2,8
Expense,Food,45131,FALSE,3,6
Expense,CarRental,488397,FALSE,1,9
Expense,Mobile,409650,TRUE,2,8
Expense,Mobile,120354,TRUE,3,7
Expense,CarRental,441593,TRUE,1,4
Expense,Food,75623,FALSE,2,7
Expense,Food,305755,FALSE,3,9
Expense,Food,279183,TRUE,1,4
Expense,Mobile,411202,TRUE,2,8
Expense,Airfare,444052,TRUE,3,8
Expense,Mobile,14818,FALSE,1,4
Expense,Food,22143,FALSE,2,5
Expense,Airfare,132052,TRUE,3,7
Expense,Mobile,246010,TRUE,1,4
Expense,Food,231135,TRUE,2,8
Expense,Mobile,223974,FALSE,3,9
Expense,Mobile,8798,FALSE,1,3
Expense,CarRental,276737,TRUE,2,8
Expense,Mobile,371534,TRUE,3,8
Expense,Airfare,266504,TRUE,1,4
Expense,CarRental,214325,FALSE,2,9
Expense,Mobile,321346,FALSE,3,9
Expense,Food,436779,TRUE,1,4
Expense,Mobile,368470,TRUE,2,8
Expense,Airfare,339064,TRUE,3,8
Expense,CarRental,254289,FALSE,1,9
Expense,CarRental,274093,FALSE,2,9
Expense,Mobile,414106,TRUE,3,8
Expense,Mobile,388418,TRUE,1,4
Expense,Food,277907,TRUE,2,8
Expense,Food,387395,FALSE,3,9
Expense,Mobile,317578,FALSE,1,9
Expense,Mobile,344714,TRUE,2,8
Expense,Food,222267,TRUE,3,8
Expense,Food,161919,TRUE,1,4
Expense,Airfare,453548,FALSE,2,9
Expense,Food,223551,FALSE,3,9
Expense,Food,98367,TRUE,1,3
Expense,CarRental,370529,TRUE,2,8
Expense,CarRental,251305,TRUE,3,8
Expense,Airfare,21100,FALSE,1,5
Expense,Food,496619,FALSE,2,9
Expense,Food,5115,TRUE,3,2
Expense,Airfare,239248,TRUE,1,4
Expense,Food,135371,TRUE,2,7
Expense,Food,395255,FALSE,3,9
Expense,CarRental,251953,FALSE,1,9
Expense,CarRental,21589,TRUE,2,4
Expense,CarRental,168065,TRUE,3,8
Expense,Airfare,379536,TRUE,1,4
Expense,Food,60671,FALSE,2,7
Expense,Airfare,298720,FALSE,3,9
Expense,CarRental,146565,TRUE,1,3
Expense,CarRental,187221,TRUE,2,8
Expense,Food,84423,TRUE,3,6
Expense,Food,379975,FALSE,1,9
Expense,CarRental,457841,FALSE,2,9
Expense,Food,262903,TRUE,3,8
Expense,CarRental,216089,TRUE,1,4
Expense,CarRental,343017,TRUE,2,8
Expense,Mobile,421714,FALSE,3,9
Expense,CarRental,62113,FALSE,1,7
Expense,Food,375235,TRUE,2,8
Expense,Airfare,382300,TRUE,3,8
Expense,CarRental,491149,TRUE,1,4
Expense,Mobile,314974,FALSE,2,9
Expense,CarRental,521,FALSE,3,2
Expense,Airfare,14132,TRUE,1,1
Expense,Airfare,364684,TRUE,2,8
Expense,Mobile,314638,TRUE,3,8
Expense,Food,156691,FALSE,1,9
Expense,Food,23391,FALSE,2,5
Expense,CarRental,285097,TRUE,3,8
Expense,Airfare,106604,TRUE,1,3
Expense,CarRental,419577,TRUE,2,8
Expense,Food,343059,FALSE,3,9
Expense,Mobile,384034,FALSE,1,9
Expense,Airfare,71196,TRUE,2,6
Expense,Mobile,16770,TRUE,3,3
Expense,CarRental,325921,TRUE,1,4
Expense,CarRental,385029,FALSE,2,9
Expense,CarRental,248729,FALSE,3,9
Expense,Mobile,175554,TRUE,1,4
Expense,CarRental,311765,TRUE,2,8
Expense,Food,396335,TRUE,3,8
Expense,CarRental,428229,FALSE,1,9
Expense,Mobile,346698,FALSE,2,9
Expense,Mobile,50638,TRUE,3,6
Expense,Airfare,191408,TRUE,1,4
Expense,Mobile,468338,TRUE,2,8
Expense,CarRental,339709,FALSE,3,9
Expense,Mobile,421158,FALSE,1,9
Expense,Mobile,476174,TRUE,2,8
Expense,Mobile,362826,TRUE,3,8
Expense,Mobile,174270,TRUE,1,4
Expense,Food,391975,FALSE,2,9
Expense,Mobile,37694,FALSE,3,6
Expense,Food,384807,TRUE,1,4
Expense,Mobile,176398,TRUE,2,8
Expense,Airfare,116436,TRUE,3,7
Expense,Airfare,470604,FALSE,1,9
Expense,Food,494427,FALSE,2,9
Expense,CarRental,210333,TRUE,3,8
Expense,CarRental,23777,TRUE,1,2
Expense,Food,1919,TRUE,2,1
Expense,Food,171555,FALSE,3,9
Expense,CarRental,37645,FALSE,1,6
Expense,Food,281331,TRUE,2,8
Expense,Mobile,488990,TRUE,3,8
Expense,Airfare,443544,TRUE,1,4
Expense,Food,309579,FALSE,2,9
Expense,Food,45223,FALSE,3,6
Expense,Mobile,142754,TRUE,1,3
Expense,CarRental,156057,TRUE,2,8
Expense,Food,394503,TRUE,3,8
Expense,CarRental,74441,FALSE,1,7
Expense,Airfare,319036,FALSE,2,9
Expense,Mobile,258610,TRUE,3,8
Expense,Food,200555,TRUE,1,4
Expense,Airfare,68280,TRUE,2,6
Expense,Mobile,155146,FALSE,3,9
Expense,Airfare,255552,FALSE,1,9
Expense,CarRental,284245,TRUE,2,8
Expense,Mobile,204410,TRUE,3,8
Expense,Mobile,323470,TRUE,1,4
Expense,CarRental,128349,FALSE,2,8
Expense,Airfare,93340,FALSE,3,7
Expense,Airfare,43272,TRUE,1,2
Expense,CarRental,164137,TRUE,2,8
Expense,Airfare,457556,TRUE,3,8
Expense,Airfare,483760,FALSE,1,9
Expense,CarRental,343925,FALSE,2,9
Expense,CarRental,238157,TRUE,3,8
Expense,Mobile,422122,TRUE,1,4
Expense,Airfare,413788,TRUE,2,8
Expense,Mobile,238966,FALSE,3,9
Expense,Mobile,16634,FALSE,1,4
Expense,Mobile,324290,TRUE,2,8
Expense,Food,426123,TRUE,3,8
Expense,CarRental,24929,TRUE,1,2
Expense,Mobile,54794,FALSE,2,7
Expense,CarRental,231409,FALSE,3,9
Expense,Airfare,408520,TRUE,1,4
Expense,CarRental,112261,TRUE,2,7
Expense,Airfare,252,TRUE,3,1
Expense,Airfare,258268,FALSE,1,9
Expense,Food,278727,FALSE,2,9
Expense,Airfare,444764,TRUE,3,8
Expense,Food,353895,TRUE,1,4
Expense,Airfare,221468,TRUE,2,8
Expense,Mobile,90806,FALSE,3,7
Expense,Airfare,478108,FALSE,1,9
Expense,Food,215019,TRUE,2,8
Expense,CarRental,248393,TRUE,3,8
